Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Year,MVP_Score
428.0,Yuta Watanabe,29.0,PHO,SF,29.0,0.0,0.3492063492063492,1.2,3.3,0.361,0.8,2.6,0.32,0.4,0.8,0.5,0.485,0.3,0.5,0.667,0.4,1.2,0.11678832116788322,0.027522935779816512,0.14285714285714285,0.05555555555555556,0.6,1.2,0.10374639769452448,,2024,0.14486268964000043
366.0,Julian Strawther,21.0,DEN,SF,50.0,0.0,0.28835978835978837,1.6,4.4,0.369,0.8,2.8,0.297,0.8,1.7,0.488,0.462,0.4,0.6,0.71,0.1,1.1,0.08759124087591241,0.08256880733944955,0.14285714285714285,0.02777777777777778,0.5,1.1,0.12968299711815562,,2024,0.14425961707021961
514.0,Jason Preston,24.0,UTA,PG,7.0,0.0,0.2671957671957672,0.9,2.7,0.316,0.0,0.4,0.0,0.9,2.3,0.375,0.316,0.0,0.0,,0.9,1.6,0.17518248175182483,0.2110091743119266,0.14285714285714285,0.02777777777777778,0.3,0.4,0.04899135446685878,,2024,0.1441894790867199
430.0,Moses Brown,24.0,POR,C,22.0,5.0,0.24074074074074076,1.5,3.0,0.508,0.0,0.0,,1.5,3.0,0.508,0.508,0.4,1.4,0.29,1.7,2.2,0.2846715328467153,0.027522935779816512,0.09523809523809523,0.08333333333333333,0.5,1.2,0.09798270893371756,,2024,0.14296174275940526
397.0,Ousmane Dieng,20.0,OKC,PF,33.0,0.0,0.29365079365079366,1.5,3.5,0.422,0.6,2.1,0.3,0.8,1.4,0.609,0.513,0.4,0.5,0.875,0.3,1.2,0.10948905109489052,0.10091743119266056,0.09523809523809523,0.05555555555555556,0.6,0.7,0.11527377521613832,,2024,0.14293853970052708
490.0,Trent Forrest,25.0,ATL,SG,38.0,0.0,0.28835978835978837,0.9,2.4,0.378,0.1,0.3,0.2,0.8,2.1,0.4,0.389,0.3,0.4,0.765,0.3,1.1,0.09489051094890512,0.2201834862385321,0.14285714285714285,0.02777777777777778,0.5,0.7,0.06340057636887608,,2024,0.14279786215378307
439.0,Garrett Temple,37.0,TOR,SG,27.0,2.0,0.2830687830687831,1.1,2.9,0.372,0.4,1.5,0.3,0.6,1.4,0.447,0.449,0.7,0.8,0.818,0.7,1.0,0.12408759124087591,0.09174311926605504,0.19047619047619047,0.02777777777777778,0.5,1.0,0.09510086455331411,,2024,0.14271017371996414
445.0,Zeke Nnaji,23.0,DEN,PF,58.0,0.0,0.2619047619047619,1.2,2.6,0.463,0.1,0.4,0.261,1.1,2.2,0.5,0.483,0.7,1.1,0.677,1.1,1.1,0.16058394160583944,0.055045871559633024,0.14285714285714285,0.19444444444444442,0.5,1.4,0.09221902017291066,,2024,0.1410100179242285
453.0,Johnny Davis,21.0,WAS,SG,50.0,6.0,0.32539682539682546,1.2,3.1,0.403,0.3,0.8,0.35,1.0,2.3,0.421,0.448,0.3,0.5,0.583,0.4,1.1,0.10218978102189781,0.055045871559633024,0.19047619047619047,0.05555555555555556,0.3,1.1,0.08645533141210374,,2024,0.14074947578622785
449.0,Wesley Matthews,37.0,ATL,SG,36.0,3.0,0.30423280423280424,0.9,2.7,0.351,0.7,1.9,0.348,0.3,0.8,0.357,0.474,0.5,0.7,0.75,0.3,1.2,0.10948905109489052,0.055045871559633024,0.19047619047619047,0.08333333333333333,0.2,1.2,0.0893371757925072,,2024,0.1400090964864026
442.0,Kira Lewis Jr.,22.0,UTA,PG,12.0,0.0,0.2619047619047619,1.5,3.3,0.45,0.2,1.1,0.154,1.3,2.3,0.593,0.475,0.6,0.8,0.778,0.4,0.6,0.07299270072992702,0.14678899082568808,0.14285714285714285,0.02777777777777778,0.5,0.3,0.1095100864553314,,2024,0.13935133954826381
433.0,Jalen McDaniels,26.0,TOR,SF,50.0,1.0,0.28571428571428575,1.3,3.8,0.344,0.2,1.4,0.169,1.1,2.4,0.449,0.376,0.5,0.7,0.73,0.4,1.2,0.11678832116788322,0.06422018348623852,0.19047619047619047,0.02777777777777778,0.6,1.0,0.09798270893371756,,2024,0.13902458890428449
319.0,Ricky Council IV,22.0,PHI,SG,32.0,0.0,0.2380952380952381,1.7,3.5,0.482,0.4,1.0,0.375,1.3,2.5,0.525,0.536,1.7,2.2,0.746,0.4,1.0,0.10218978102189781,0.04587155963302752,0.14285714285714285,0.0,0.2,0.5,0.15561959654178675,,2024,0.13858082179262607
503.0,Markquis Nowell,24.0,TOR,SG,1.0,0.0,0.10582010582010583,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.14598540145985403,0.18348623853211007,0.47619047619047616,0.0,0.0,0.0,0.05763688760806916,,2024,0.1383767254446876
316.0,Dexter Dennis,24.0,DAL,SG,4.0,0.0,0.19841269841269843,2.5,4.8,0.526,0.3,2.0,0.125,2.3,2.8,0.818,0.553,0.3,0.8,0.333,0.3,2.0,0.1678832116788321,0.09174311926605504,0.0,0.08333333333333333,0.8,0.3,0.15850144092219018,,2024,0.138268660313706
452.0,Mike Muscala,32.0,3TM,C,53.0,6.0,0.298941798941799,1.1,2.9,0.359,0.5,1.8,0.292,0.5,1.1,0.467,0.449,0.3,0.5,0.68,0.7,1.6,0.17518248175182483,0.06422018348623852,0.09523809523809523,0.05555555555555556,0.4,1.0,0.08645533141210374,,2024,0.1382597128698929
384.0,Thaddeus Young,35.0,PHO,PF,10.0,0.0,0.23544973544973546,1.1,2.1,0.524,0.0,0.1,0.0,1.1,2.0,0.55,0.524,0.1,0.3,0.333,1.7,1.1,0.20437956204379562,0.06422018348623852,0.23809523809523808,0.05555555555555556,0.4,1.1,0.06628242074927952,,2024,0.13716605776900162
473.0,Alex Len,30.0,SAC,C,48.0,0.0,0.24603174603174607,1.0,1.7,0.617,0.0,0.1,0.0,1.0,1.6,0.641,0.617,0.4,0.7,0.588,1.0,1.7,0.19708029197080296,0.09174311926605504,0.09523809523809523,0.19444444444444442,0.6,1.4,0.07204610951008646,,2024,0.13699203096643991
197.0,Tre Mann,22.0,OKC,PG,13.0,0.0,0.24338624338624337,1.5,3.1,0.5,0.6,1.5,0.421,0.9,1.6,0.571,0.6,0.1,0.1,1.0,0.3,1.5,0.13138686131386862,0.13761467889908258,0.09523809523809523,0.0,0.7,0.2,0.1095100864553314,,2024,0.13687981949236686
463.0,Leaky Black,24.0,CHO,SF,26.0,3.0,0.28835978835978837,1.0,2.0,0.481,0.3,0.8,0.45,0.6,1.2,0.5,0.567,0.4,0.6,0.667,0.3,1.5,0.13138686131386862,0.08256880733944955,0.14285714285714285,0.11111111111111112,0.2,0.7,0.07780979827089338,,2024,0.13684000720603795
411.0,Anthony Gill,31.0,WAS,PF,50.0,3.0,0.24603174603174607,1.5,3.2,0.469,0.2,0.8,0.244,1.3,2.4,0.546,0.5,0.6,0.7,0.806,0.7,1.1,0.1386861313868613,0.06422018348623852,0.14285714285714285,0.05555555555555556,0.5,1.0,0.1095100864553314,,2024,0.13503431876017222
419.0,Collin Gillespie,24.0,DEN,PG,24.0,0.0,0.24867724867724872,1.3,2.9,0.464,0.6,1.6,0.395,0.7,1.3,0.548,0.572,0.3,0.5,0.667,0.0,0.8,0.06569343065693431,0.10091743119266056,0.23809523809523808,0.0,0.6,1.0,0.10374639769452448,,2024,0.13484784201549635
402.0,JaVale McGee,36.0,SAC,C,46.0,0.0,0.19576719576719578,1.7,2.9,0.598,0.0,0.2,0.143,1.7,2.7,0.624,0.602,0.6,1.0,0.578,0.9,1.8,0.19708029197080296,0.03669724770642202,0.14285714285714285,0.11111111111111112,0.7,1.0,0.11527377521613832,,2024,0.13440716127194116
468.0,Otto Porter Jr.,30.0,TOR,SF,15.0,1.0,0.3068783068783069,0.9,2.2,0.424,0.5,1.5,0.348,0.4,0.7,0.6,0.545,0.2,0.2,1.0,0.4,1.5,0.1386861313868613,0.04587155963302752,0.14285714285714285,0.08333333333333333,0.1,1.3,0.07492795389048991,,2024,0.13373647984269715
403.0,Svi Mykhailiuk,26.0,BOS,SF,41.0,2.0,0.2671957671957672,1.4,3.3,0.416,1.0,2.6,0.389,0.4,0.7,0.517,0.569,0.1,0.2,0.667,0.3,1.0,0.08759124087591241,0.08256880733944955,0.14285714285714285,0.0,0.3,0.5,0.11527377521613832,,2024,0.13359469628282042
363.0,A.J. Green,24.0,MIL,SG,56.0,0.0,0.29100529100529104,1.5,3.5,0.423,1.2,3.0,0.408,0.3,0.5,0.519,0.599,0.3,0.3,0.895,0.2,1.0,0.08029197080291972,0.04587155963302752,0.09523809523809523,0.02777777777777778,0.2,0.9,0.12968299711815562,,2024,0.13342733517050318
427.0,Ryan Rollins,21.0,2TM,PG,13.0,0.0,0.15873015873015875,1.1,2.1,0.519,0.2,0.3,0.75,0.8,1.8,0.478,0.574,1.0,1.3,0.765,0.2,0.8,0.07299270072992702,0.10091743119266056,0.38095238095238093,0.05555555555555556,0.6,0.6,0.09798270893371756,,2024,0.1329995155342369
415.0,Jamal Cain,24.0,MIA,PF,26.0,1.0,0.2645502645502646,1.3,3.0,0.43,0.4,1.2,0.355,0.9,1.8,0.479,0.5,0.7,0.9,0.783,0.6,0.8,0.10218978102189781,0.03669724770642202,0.19047619047619047,0.05555555555555556,0.3,0.8,0.10662824207492795,,2024,0.13288838877092252
315.0,Doug McDermott,32.0,IND,SF,18.0,0.0,0.298941798941799,1.6,3.8,0.406,1.0,3.1,0.321,0.6,0.7,0.769,0.536,0.1,0.1,0.5,0.1,0.5,0.043795620437956206,0.06422018348623852,0.14285714285714285,0.0,0.2,0.9,0.12103746397694524,,2024,0.13263955705463412
479.0,Cory Joseph,32.0,GSW,PG,26.0,0.0,0.3015873015873016,0.9,2.5,0.359,0.5,1.6,0.31,0.4,0.8,0.455,0.461,0.2,0.3,0.571,0.2,0.9,0.08759124087591241,0.14678899082568808,0.09523809523809523,0.02777777777777778,0.5,1.0,0.06916426512968299,,2024,0.13059468628078785
393.0,Luka Å amaniÄ,24.0,UTA,PF,43.0,7.0,0.24867724867724872,1.4,3.7,0.38,0.3,1.5,0.203,1.1,2.2,0.5,0.421,1.0,1.3,0.786,0.5,1.9,0.17518248175182483,0.03669724770642202,0.047619047619047616,0.05555555555555556,0.7,0.7,0.11815561959654176,,2024,0.13041155855265893
395.0,Patty Mills,35.0,ATL,PG,19.0,0.0,0.2804232804232804,1.0,2.7,0.373,0.7,1.8,0.382,0.3,0.9,0.353,0.5,0.0,0.0,,0.3,0.8,0.08029197080291972,0.06422018348623852,0.23809523809523808,0.02777777777777778,0.4,0.9,0.07780979827089338,,2024,0.1301933213212552
386.0,Armoni Brooks,25.0,BRK,PG,10.0,0.0,0.2751322751322752,1.5,4.6,0.326,1.1,3.2,0.344,0.4,1.4,0.286,0.446,0.1,0.2,0.5,0.7,1.1,0.13138686131386862,0.04587155963302752,0.047619047619047616,0.02777777777777778,0.3,0.3,0.12103746397694524,,2024,0.13012912421121395
534.0,Nathan Mensah,25.0,CHO,C,25.0,0.0,0.32539682539682546,0.5,1.1,0.429,0.0,0.0,,0.5,1.1,0.429,0.429,0.4,0.5,0.75,1.2,1.4,0.18978102189781024,0.03669724770642202,0.09523809523809523,0.16666666666666666,0.6,2.6,0.037463976945244955,,2024,0.13002064030797852
348.0,D.J. Wilson,27.0,PHI,PF,2.0,0.0,0.19841269841269843,2.0,3.0,0.667,1.0,1.0,1.0,1.0,2.0,0.5,0.833,0.0,0.0,,0.5,0.5,0.07299270072992702,0.09174311926605504,0.0,0.2777777777777778,0.0,0.5,0.1440922190201729,,2024,0.12871407822788639
515.0,Jordan Walsh,19.0,BOS,SF,9.0,1.0,0.24338624338624337,0.7,1.7,0.4,0.2,1.0,0.222,0.4,0.7,0.667,0.467,0.1,0.2,0.5,0.6,1.7,0.16058394160583944,0.055045871559633024,0.2857142857142857,0.02777777777777778,0.3,1.2,0.04899135446685878,,2024,0.1281290121757876
525.0,Dariq Whitehead,19.0,BRK,SF,2.0,0.0,0.3174603174603175,0.5,2.5,0.2,0.0,1.5,0.0,0.5,1.0,0.5,0.2,0.5,1.0,0.5,0.0,2.0,0.14598540145985403,0.13761467889908258,0.0,0.1388888888888889,0.0,0.0,0.04322766570605187,,2024,0.12810620298746658
405.0,Adama Sanogo,21.0,CHI,PF,9.0,0.0,0.19312169312169314,1.6,3.0,0.519,0.0,0.0,,1.6,3.0,0.519,0.519,0.9,1.3,0.667,2.1,1.9,0.29197080291970806,0.0,0.047619047619047616,0.0,0.6,0.6,0.11527377521613832,,2024,0.12752768514984802
424.0,Onuralp Bitim,24.0,CHI,SG,23.0,1.0,0.30952380952380953,1.4,3.7,0.381,0.5,1.9,0.273,0.9,1.7,0.5,0.452,0.2,0.2,0.8,0.3,1.1,0.10218978102189781,0.055045871559633024,0.047619047619047616,0.02777777777777778,0.4,1.0,0.10086455331412103,,2024,0.12694349710272754
432.0,Nassir Little,23.0,PHO,SF,45.0,2.0,0.2698412698412698,1.3,2.8,0.46,0.5,1.6,0.3,0.8,1.2,0.667,0.544,0.4,0.4,0.85,0.3,1.4,0.12408759124087591,0.04587155963302752,0.09523809523809523,0.05555555555555556,0.3,0.9,0.09798270893371756,,2024,0.12605766202772792
442.0,Kira Lewis Jr.,22.0,3TM,PG,28.0,0.0,0.25132275132275134,1.2,3.3,0.37,0.1,1.2,0.121,1.1,2.1,0.508,0.391,0.6,0.7,0.85,0.3,0.6,0.06569343065693431,0.11926605504587157,0.14285714285714285,0.02777777777777778,0.5,0.5,0.09221902017291066,,2024,0.12595973335509306
492.0,Andre Jackson Jr.,22.0,MIL,SG,57.0,8.0,0.2645502645502646,0.9,1.8,0.5,0.3,0.8,0.37,0.6,0.9,0.611,0.585,0.1,0.2,0.727,0.8,1.2,0.14598540145985403,0.08256880733944955,0.14285714285714285,0.02777777777777778,0.5,1.6,0.06340057636887608,,2024,0.12505798913365826
481.0,Jamaree Bouyea,24.0,2TM,PG,9.0,0.0,0.2804232804232804,1.1,3.1,0.357,0.1,1.0,0.111,1.0,2.1,0.474,0.375,0.0,0.0,,0.3,1.8,0.15328467153284672,0.11009174311926605,0.047619047619047616,0.0,1.0,1.1,0.06628242074927952,,2024,0.1235518703066256
461.0,Orlando Robinson,23.0,MIA,C,36.0,7.0,0.22222222222222224,1.0,2.0,0.5,0.2,0.4,0.533,0.8,1.6,0.491,0.556,0.5,0.7,0.76,0.8,1.6,0.1678832116788321,0.08256880733944955,0.09523809523809523,0.05555555555555556,0.5,1.0,0.08069164265129682,,2024,0.12255590952672789
420.0,Gui Santos,21.0,GSW,PF,23.0,0.0,0.21957671957671962,1.2,2.4,0.509,0.4,1.2,0.37,0.8,1.2,0.643,0.6,0.7,0.7,0.941,0.7,1.4,0.15328467153284672,0.055045871559633024,0.09523809523809523,0.02777777777777778,0.3,1.0,0.10374639769452448,,2024,0.12238886298499788
442.0,Kira Lewis Jr.,22.0,NOP,PG,15.0,0.0,0.25396825396825395,1.1,3.5,0.308,0.1,1.3,0.1,0.9,2.1,0.438,0.327,0.7,0.7,0.909,0.3,0.7,0.06569343065693431,0.11009174311926605,0.14285714285714285,0.02777777777777778,0.5,0.5,0.08357348703170028,,2024,0.12208675049577912
507.0,Justin Minaya,24.0,POR,SF,34.0,1.0,0.2962962962962963,0.6,2.2,0.297,0.4,1.4,0.245,0.3,0.7,0.4,0.378,0.1,0.3,0.556,0.9,0.8,0.11678832116788322,0.055045871559633024,0.14285714285714285,0.08333333333333333,0.3,1.0,0.05187319884726224,,2024,0.12164238871730944
460.0,Henri Drell,23.0,CHI,SF,4.0,0.0,0.19841269841269843,1.0,2.5,0.4,0.5,1.5,0.333,0.5,1.0,0.5,0.5,0.3,0.5,0.5,0.3,0.8,0.07299270072992702,0.09174311926605504,0.23809523809523808,0.08333333333333333,0.5,1.5,0.08069164265129682,,2024,0.12061117808608135
522.0,Ibou Badji,21.0,POR,C,22.0,1.0,0.2724867724867725,0.6,1.0,0.636,0.0,0.0,,0.6,1.0,0.636,0.636,0.3,0.5,0.5,0.9,1.4,0.1678832116788321,0.055045871559633024,0.047619047619047616,0.25,0.7,2.1,0.04322766570605187,,2024,0.12032830474214719
416.0,Drew Peterson,24.0,BOS,PF,3.0,0.0,0.20370370370370372,1.3,2.0,0.667,1.0,1.7,0.6,0.3,0.3,1.0,0.917,0.0,0.0,,0.0,0.3,0.021897810218978103,0.027522935779816512,0.3333333333333333,0.0,0.3,0.3,0.10662824207492795,,2024,0.11880707070011803
454.0,Saben Lee,24.0,PHO,PG,24.0,0.0,0.20370370370370372,0.8,2.3,0.364,0.1,0.7,0.125,0.8,1.6,0.462,0.382,1.2,1.6,0.744,0.4,0.9,0.09489051094890512,0.11926605504587157,0.14285714285714285,0.02777777777777778,0.3,0.5,0.08645533141210374,,2024,0.11879819480879672
307.0,Danilo Gallinari,35.0,MIL,SF,17.0,0.0,0.24074074074074076,0.8,2.2,0.378,0.2,1.0,0.176,0.6,1.2,0.55,0.419,0.9,1.1,0.889,0.4,0.7,0.08029197080291972,0.06422018348623852,0.19047619047619047,0.02777777777777778,0.6,0.9,0.08069164265129682,,2024,0.11850355415598371
457.0,Jeremiah Robinson-Earl,23.0,NOP,PF,39.0,1.0,0.22751322751322753,1.2,2.4,0.474,0.3,1.0,0.333,0.8,1.4,0.571,0.542,0.3,0.4,0.75,0.6,1.4,0.1386861313868613,0.04587155963302752,0.14285714285714285,0.02777777777777778,0.4,0.6,0.08357348703170028,,2024,0.1181116227913271
407.0,Jules Bernard,24.0,WAS,SG,19.0,0.0,0.20634920634920637,1.5,3.4,0.453,0.6,1.5,0.379,0.9,1.8,0.514,0.539,0.3,0.5,0.556,0.5,0.8,0.10218978102189781,0.07339449541284404,0.09523809523809523,0.02777777777777778,0.4,0.7,0.11239193083573486,,2024,0.11785735694025817
480.0,Xavier Moon,29.0,LAC,SG,14.0,1.0,0.22486772486772488,1.1,3.3,0.326,0.1,1.2,0.118,0.9,2.1,0.448,0.348,0.1,0.1,0.5,0.6,0.7,0.09489051094890512,0.13761467889908258,0.09523809523809523,0.05555555555555556,0.4,0.6,0.06916426512968299,,2024,0.1163584035477195
455.0,Olivier-Maxence Prosper,21.0,DAL,PF,40.0,1.0,0.22222222222222224,1.0,2.6,0.385,0.3,1.1,0.289,0.7,1.5,0.458,0.447,0.7,1.0,0.683,0.6,1.4,0.14598540145985403,0.055045871559633024,0.09523809523809523,0.02777777777777778,0.2,0.5,0.08645533141210374,,2024,0.11577119980430223
510.0,Taj Gibson,38.0,2TM,PF,20.0,1.0,0.2698412698412698,0.8,1.9,0.405,0.1,0.5,0.2,0.7,1.4,0.481,0.432,0.1,0.1,1.0,0.6,1.3,0.1386861313868613,0.055045871559633024,0.09523809523809523,0.11111111111111112,0.3,1.6,0.04899135446685878,,2024,0.11525439355299377
486.0,Dereon Seabron,23.0,NOP,SG,6.0,0.0,0.24338624338624337,0.7,2.2,0.308,0.2,0.3,0.5,0.5,1.8,0.273,0.346,0.8,1.0,0.833,0.2,1.0,0.08759124087591241,0.07339449541284404,0.14285714285714285,0.05555555555555556,0.0,0.7,0.06628242074927952,,2024,0.11308744844630204
434.0,Jaden Springer,21.0,BOS,SG,17.0,1.0,0.20105820105820107,0.8,1.8,0.433,0.1,0.6,0.182,0.6,1.1,0.579,0.467,0.4,0.5,0.875,0.5,0.7,0.08759124087591241,0.04587155963302752,0.2857142857142857,0.05555555555555556,0.5,1.0,0.06051873198847262,,2024,0.11276182283315297
459.0,D.J. Carton,23.0,TOR,SG,4.0,0.0,0.2380952380952381,0.8,2.0,0.375,0.3,1.0,0.25,0.5,1.0,0.5,0.438,1.0,1.3,0.8,0.5,0.5,0.07299270072992702,0.07339449541284404,0.14285714285714285,0.0,0.3,0.8,0.08069164265129682,,2024,0.11210491625413145
467.0,Moussa DiabatÃ©,22.0,LAC,C,11.0,0.0,0.15343915343915346,0.9,1.7,0.526,0.0,0.0,,0.9,1.7,0.526,0.526,0.8,1.3,0.643,1.4,0.8,0.16058394160583944,0.03669724770642202,0.23809523809523808,0.02777777777777778,0.2,0.4,0.07492795389048991,,2024,0.11170320564475408
489.0,Reggie Bullock,32.0,HOU,SF,44.0,0.0,0.25132275132275134,0.8,1.9,0.415,0.6,1.5,0.403,0.2,0.3,0.467,0.579,0.0,0.0,1.0,0.1,1.5,0.12408759124087591,0.027522935779816512,0.14285714285714285,0.02777777777777778,0.2,0.7,0.06340057636887608,,2024,0.11087093422136393
472.0,Furkan Korkmaz,26.0,PHI,SG,35.0,0.0,0.22751322751322753,0.9,2.2,0.395,0.4,1.1,0.35,0.5,1.0,0.444,0.487,0.4,0.6,0.7,0.1,0.7,0.06569343065693431,0.06422018348623852,0.19047619047619047,0.02777777777777778,0.3,0.5,0.07204610951008646,,2024,0.11064233388915963
509.0,Cody Zeller,31.0,NOP,C,43.0,0.0,0.19576719576719578,0.6,1.4,0.419,0.0,0.1,0.333,0.6,1.4,0.424,0.427,0.5,0.9,0.605,1.1,1.5,0.18978102189781024,0.08256880733944955,0.09523809523809523,0.02777777777777778,0.4,1.0,0.05187319884726224,,2024,0.10907423154826831
478.0,Joe Harris,32.0,DET,SG,16.0,0.0,0.2804232804232804,0.9,2.4,0.359,0.6,1.9,0.333,0.3,0.6,0.444,0.487,0.1,0.1,0.5,0.2,0.6,0.05839416058394161,0.055045871559633024,0.09523809523809523,0.02777777777777778,0.3,1.2,0.06916426512968299,,2024,0.10822085211427973
497.0,Kobe Brown,24.0,LAC,PF,44.0,0.0,0.2380952380952381,0.8,2.0,0.411,0.3,1.1,0.292,0.5,1.0,0.548,0.489,0.0,0.0,0.5,0.5,1.0,0.10218978102189781,0.055045871559633024,0.14285714285714285,0.02777777777777778,0.2,1.1,0.05763688760806916,,2024,0.10705190934370463
484.0,Chuma Okeke,25.0,ORL,SF,47.0,8.0,0.24338624338624337,0.9,2.4,0.357,0.5,1.7,0.28,0.4,0.6,0.567,0.46,0.1,0.1,0.571,0.4,1.3,0.12408759124087591,0.03669724770642202,0.09523809523809523,0.02777777777777778,0.3,0.4,0.06628242074927952,,2024,0.10690652019428962
474.0,Markieff Morris,34.0,DAL,PF,26.0,1.0,0.21957671957671962,0.9,2.6,0.338,0.6,1.6,0.357,0.3,1.0,0.308,0.449,0.2,0.2,0.833,0.2,1.3,0.10948905109489052,0.055045871559633024,0.09523809523809523,0.02777777777777778,0.5,0.5,0.07204610951008646,,2024,0.10472441905475113
481.0,Jamaree Bouyea,24.0,POR,PG,6.0,0.0,0.25132275132275134,0.8,3.5,0.238,0.0,1.3,0.0,0.8,2.2,0.385,0.238,0.0,0.0,,0.3,1.3,0.12408759124087591,0.11926605504587157,0.0,0.0,1.3,0.5,0.04899135446685878,,2024,0.10391457127096296
247.0,Lamar Stevens,26.0,BOS,PF,19.0,1.0,0.16931216931216933,1.1,2.4,0.467,0.2,0.4,0.375,0.9,1.9,0.486,0.5,0.4,0.6,0.727,0.6,1.0,0.11678832116788322,0.03669724770642202,0.14285714285714285,0.08333333333333333,0.5,0.7,0.08069164265129682,,2024,0.10357972507391448
422.0,Lindy Waters III,26.0,OKC,SG,38.0,0.0,0.19576719576719578,1.3,2.7,0.471,1.0,2.2,0.435,0.3,0.5,0.632,0.649,0.1,0.1,1.0,0.2,0.9,0.08029197080291972,0.055045871559633024,0.047619047619047616,0.05555555555555556,0.2,0.6,0.10374639769452448,,2024,0.10330503724058819
441.0,Oscar Tshiebwe,24.0,IND,PF,8.0,0.0,0.1402116402116402,1.3,2.5,0.5,0.0,0.0,,1.3,2.5,0.5,0.5,0.8,1.0,0.75,1.0,1.0,0.14598540145985403,0.027522935779816512,0.14285714285714285,0.02777777777777778,0.0,0.4,0.09510086455331411,,2024,0.10302848439654173
510.0,Taj Gibson,38.0,NYK,PF,16.0,1.0,0.2724867724867725,0.4,1.4,0.304,0.0,0.4,0.0,0.4,1.1,0.412,0.304,0.1,0.1,1.0,0.6,1.1,0.13138686131386862,0.055045871559633024,0.047619047619047616,0.11111111111111112,0.3,1.8,0.02881844380403458,,2024,0.10286618007725215
443.0,A.J. Lawson,23.0,DAL,SG,42.0,0.0,0.19576719576719578,1.3,2.9,0.446,0.3,1.2,0.26,1.0,1.7,0.577,0.5,0.4,0.5,0.652,0.3,0.9,0.08759124087591241,0.04587155963302752,0.09523809523809523,0.02777777777777778,0.3,0.5,0.09221902017291066,,2024,0.10236221470299728
464.0,Damian Jones,28.0,CLE,C,39.0,0.0,0.18253968253968256,1.1,1.8,0.597,0.1,0.4,0.214,1.0,1.5,0.69,0.618,0.5,0.5,0.857,0.5,1.1,0.11678832116788322,0.03669724770642202,0.09523809523809523,0.08333333333333333,0.3,0.7,0.07780979827089338,,2024,0.10045467742437116
462.0,Emoni Bates,20.0,CLE,SF,15.0,0.0,0.23544973544973546,1.0,3.3,0.306,0.7,2.2,0.303,0.3,1.1,0.313,0.408,0.1,0.3,0.25,0.1,0.9,0.06569343065693431,0.06422018348623852,0.047619047619047616,0.02777777777777778,0.5,0.3,0.07780979827089338,,2024,0.09996121225702935
438.0,Terquavion Smith,21.0,PHI,PG,16.0,0.0,0.1402116402116402,1.1,2.9,0.391,0.8,2.2,0.371,0.3,0.7,0.455,0.533,0.2,0.3,0.6,0.0,0.3,0.021897810218978103,0.07339449541284404,0.23809523809523808,0.0,0.4,0.5,0.09510086455331411,,2024,0.09943100029028511
171.0,Dalano Banton,24.0,BOS,PG,24.0,1.0,0.18783068783068785,0.8,2.1,0.373,0.1,0.7,0.125,0.7,1.5,0.486,0.392,0.7,0.8,0.8,0.5,1.0,0.10948905109489052,0.07339449541284404,0.09523809523809523,0.02777777777777778,0.4,0.8,0.06628242074927952,,2024,0.099110215217244
357.0,Kenneth Lofton Jr.,21.0,MEM,PF,15.0,0.0,0.1746031746031746,0.9,2.5,0.378,0.2,0.7,0.3,0.7,1.8,0.407,0.419,0.5,1.0,0.533,0.1,0.9,0.07299270072992702,0.08256880733944955,0.09523809523809523,0.05555555555555556,0.4,1.0,0.07492795389048991,,2024,0.09678123229430018
471.0,Greg Brown III,22.0,DAL,PF,6.0,0.0,0.17724867724867727,0.8,1.8,0.455,0.2,0.5,0.333,0.7,1.3,0.5,0.5,0.7,1.5,0.444,0.5,1.0,0.10948905109489052,0.06422018348623852,0.0,0.19444444444444442,0.7,0.8,0.07204610951008646,,2024,0.09644448118765728
444.0,Boban MarjanoviÄ,35.0,HOU,C,14.0,0.0,0.1349206349206349,1.3,2.4,0.529,0.0,0.1,0.0,1.3,2.3,0.563,0.529,0.6,1.0,0.643,0.5,1.8,0.1678832116788321,0.03669724770642202,0.047619047619047616,0.02777777777777778,0.4,0.4,0.09221902017291066,,2024,0.09609864660322748
448.0,Brandon Williams,24.0,DAL,PG,17.0,0.0,0.1746031746031746,1.2,3.2,0.37,0.2,0.9,0.2,1.0,2.3,0.436,0.398,0.6,1.0,0.647,0.2,0.5,0.05839416058394161,0.09174311926605504,0.047619047619047616,0.02777777777777778,0.4,0.2,0.09221902017291066,,2024,0.0958686776094468
429.0,Buddy Boeheim,24.0,DET,SF,10.0,0.0,0.22222222222222224,0.9,2.9,0.31,0.8,2.5,0.32,0.1,0.4,0.25,0.448,0.8,1.0,0.8,0.3,0.7,0.07299270072992702,0.027522935779816512,0.0,0.02777777777777778,0.0,0.5,0.09798270893371756,,2024,0.09520462693659601
488.0,Udoka Azubuike,24.0,PHO,C,16.0,0.0,0.18783068783068785,1.0,1.4,0.696,0.0,0.0,,1.0,1.4,0.696,0.696,0.2,0.8,0.231,0.7,1.3,0.14598540145985403,0.01834862385321101,0.047619047619047616,0.11111111111111112,0.3,1.1,0.06340057636887608,,2024,0.09472390340966427
